,code,name,c_name
0,600099,林海股份,其他交运设备
1,600679,上海凤凰,其他交运设备
2,600877,*ST嘉陵,其他交运设备
3,603129,春风动力,其他交运设备
4,603766,隆鑫通用,其他交运设备
5,603776,永安行,其他交运设备
6,603787,新日股份,其他交运设备
7,000017,深中华A,其他交运设备
8,000913,钱江摩托,其他交运设备
9,002105,信隆健康,其他交运设备
10,600100,同方股份,计算机设备
11,600601,方正科技,计算机设备
12,600764,中电广通,计算机设备
13,600800,天津磁卡,计算机设备
14,600855,航天长峰,计算机设备
15,603019,中科曙光,计算机设备
16,603106,恒银金融,计算机设备
17,603496,恒为科技,计算机设备
18,603660,苏州科达,计算机设备
19,000021,深科技,计算机设备
20,000066,中国长城,计算机设备
21,000748,长城信息,计算机设备
22,000938,紫光股份,计算机设备
23,000977,浪潮信息,计算机设备
24,000997,新 大 陆,计算机设备
25,002152,广电运通,计算机设备
26,002177,御银股份,计算机设备
27,002197,证通电子,计算机设备
28,002268,卫 士 通,计算机设备
29,002296,辉煌科技,计算机设备
30,002308,威创股份,计算机设备
31,002312,*ST三泰,计算机设备
32,002376,新北洋,计算机设备
33,002383,合众思壮,计算机设备
34,002512,达华智能,计算机设备
35,002528,英飞拓,计算机设备
36,002577,雷柏科技,计算机设备
37,002835,同为股份,计算机设备
38,002912,中新赛克,计算机设备
39,300042,朗科科技,计算机设备
40,300045,华力创通,计算机设备
41,300065,海兰信,计算机设备
42,300130,新国都,计算机设备
43,300155,安居宝,计算机设备
44,300177,中海达,计算机设备
45,300202,聚龙股份,计算机设备
46,300270,中威电子,计算机设备
47,300302,同有科技,计算机设备
48,300333,兆日科技,计算机设备
49,300367,东方网力,计算机设备
50,300368,汇金股份,计算机设备
51,300386,飞天诚信,计算机设备
52,300449,汉邦高科,计算机设备
53,300455,康拓红外,计算机设备
54,300462,华铭智能,计算机设备
55,300479,神思电子,计算机设备
56,300546,雄帝科技,计算机设备
57,300627,华测导航,计算机设备
58,600189,吉林森工,林业
59,600265,ST景谷,林业
60,000592,平潭发展,林业
61,000699,S*ST佳纸,林业
62,002679,福建金森,林业
63,600125,铁龙物流,铁路运输
64,601006,大秦铁路,铁路运输
65,601333,广深铁路,铁路运输
66,000594,国恒退,铁路运输
67,600111,北方稀土,有色金属
68,600114,东睦股份,有色金属
69,600139,西部资源,有色金属
70,600146,商赢环球,有色金属
71,600206,有研新材,有色金属
72,600219,南山铝业,有色金属
73,600255,梦舟股份,有色金属
74,600259,广晟有色,有色金属
75,600311,荣华实业,有色金属
76,600330,天通股份,有色金属
77,600331,宏达股份,有色金属
78,600338,西藏珠峰,有色金属
79,600362,江西铜业,有色金属
80,600366,宁波韵升,有色金属
81,600385,山东金泰,有色金属
82,600390,五矿资本,有色金属
83,600392,盛和资源,有色金属
84,600432,*ST吉恩,有色金属
85,600456,宝钛股份,有色金属
86,600459,贵研铂业,有色金属
87,600478,科力远,有色金属
88,600489,中金黄金,有色金属
89,600490,鹏欣资源,有色金属
90,600497,驰宏锌锗,有色金属
91,600516,方大炭素,有色金属
92,600531,豫光金铅,有色金属
93,600547,山东黄金,有色金属
94,600549,厦门钨业,有色金属
95,600576,祥源文化,有色金属
96,600595,中孚实业,有色金属
97,600614,鹏起科技,有色金属
98,600615,丰华股份,有色金属
99,600673,东阳光科,有色金属
100,600687,刚泰控股,有色金属
101,600711,盛屯矿业,有色金属
102,600714,金瑞矿业,有色金属
103,600766,园城黄金,有色金属
104,600768,宁波富邦,有色金属
105,600888,新疆众和,有色金属
106,600961,株冶集团,有色金属
107,600980,北矿科技,有色金属
108,600988,赤峰黄金,有色金属
109,601020,华钰矿业,有色金属
110,601069,西部黄金,有色金属
111,601137,博威合金,有色金属
112,601168,西部矿业,有色金属
113,601212,白银有色,有色金属
114,601388,怡球资源,有色金属
115,601600,中国铝业,有色金属
116,601677,明泰铝业,有色金属
117,601899,紫金矿业,有色金属
118,601958,金钼股份,有色金属
119,603260,合盛硅业,有色金属
120,603399,新华龙,有色金属
121,603527,众源新材,有色金属
122,603612,索通发展,有色金属
123,603663,三祥新材,有色金属
124,603688,石英股份,有色金属
125,603799,华友钴业,有色金属
126,603826,坤彩科技,有色金属
127,603978,深圳新星,有色金属
128,603993,洛阳钼业,有色金属
129,000007,全新好,有色金属
130,000008,神州高铁,有色金属
131,000060,中金岭南,有色金属
132,000426,兴业矿业,有色金属
133,000506,中润资源,有色金属
134,000511,*ST烯碳,有色金属
135,000519,中兵红箭,有色金属
136,000602,金马集团,有色金属
137,000603,盛达矿业,有色金属
138,000612,焦作万方,有色金属
139,000620,新华联,有色金属
140,000630,铜陵有色,有色金属
141,000633,合金投资,有色金属
142,000657,中钨高新,有色金属
143,000688,建新矿业,有色金属
144,000693,*ST华泽,有色金属
145,000697,炼石有色,有色金属
146,000751,锌业股份,有色金属
147,000758,中色股份,有色金属
148,000795,英洛华,有色金属
149,000807,云铝股份,有色金属
150,000813,德展健康,有色金属
151,000831,五矿稀土,有色金属
152,000878,云南铜业,有色金属
153,000908,景峰医药,有色金属
154,000928,中钢国际,有色金属
155,000933,神火股份,有色金属
156,000960,锡业股份,有色金属
157,000962,东方钽业,有色金属
158,000969,安泰科技,有色金属
159,000970,中科三环,有色金属
160,000975,银泰资源,有色金属
161,002056,横店东磁,有色金属
162,002057,中钢天源,有色金属
163,002070,*ST众和,有色金属
164,002075,沙钢股份,有色金属
165,002114,罗平锌电,有色金属
166,002130,沃尔核材,有色金属
167,002149,西部材料,有色金属
168,002155,湖南黄金,有色金属
169,002160,常铝股份,有色金属
170,002167,东方锆业,有色金属
171,002171,楚江新材,有色金属
172,002182,云海金属,有色金属
173,002203,海亮股份,有色金属
174,002237,恒邦股份,有色金属
175,002295,精艺股份,有色金属
176,002297,博云新材,有色金属
177,002340,格林美,有色金属
178,002378,章源钨业,有色金属
179,002379,宏创控股,有色金属
180,002428,云南锗业,有色金属
181,002460,赣锋锂业,有色金属
182,002466,天齐锂业,有色金属
183,002501,利源精制,有色金属
184,002540,亚太科技,有色金属
185,002578,闽发铝业,有色金属
186,002600,江粉磁材,有色金属
187,002716,金贵银业,有色金属
188,002806,华锋股份,有色金属
189,002824,和胜股份,有色金属
190,002842,翔鹭钨业,有色金属
191,300127,银河磁体,有色金属
192,300224,正海磁材,有色金属
193,300337,银邦股份,有色金属
194,300395,菲利华,有色金属
195,300428,四通新材,有色金属
196,300489,中飞股份,有色金属
197,300618,寒锐钴业,有色金属
198,300666,江丰电子,有色金属
199,300697,电工合金,有色金属
200,300706,阿石创,有色金属
201,300731,科创新源,有色金属
202,600085,同仁堂,中药
203,600129,太极集团,中药
204,600211,西藏药业,中药
205,600222,太龙药业,中药
206,600252,中恒集团,中药
207,600285,羚锐制药,中药
208,600329,中新药业,中药
209,600332,白云山,中药
210,600351,亚宝药业,中药
211,600422,昆药集团,中药
212,600436,片仔癀,中药
213,600479,千金药业,中药
214,600518,康美药业,中药
215,600535,天士力,中药
216,600538,国发股份,中药
217,600557,康缘药业,中药
218,600572,康恩贝,中药
219,600594,益佰制药,中药
220,600613,神奇制药,中药
221,600671,天目药业,中药
222,600750,江中药业,中药
223,600771,广誉远,中药
224,600781,辅仁药业,中药
225,600976,健民集团,中药
226,600993,马应龙,中药
227,603139,康惠制药,中药
228,603567,珍宝岛,中药
229,603858,步长制药,中药
230,603896,寿仙谷,中药
231,603963,大理药业,中药
232,603998,方盛制药,中药
233,000423,东阿阿胶,中药
234,000538,云南白药,中药
235,000590,启迪古汉,中药
236,000623,吉林敖东,中药
237,000650,仁和药业,中药
238,000766,通化金马,中药
239,000790,泰合健康,中药
240,000919,金陵药业,中药
241,000989,九 芝 堂,中药
242,000999,华润三九,中药
243,002107,沃华医药,中药
244,002118,紫鑫药业,中药
245,002166,莱茵生物,中药
246,002198,嘉应制药,中药
247,002275,桂林三金,中药
248,002287,奇正藏药,中药
249,002317,众生药业,中药
250,002349,精华制药,中药
251,002390,信邦制药,中药
252,002412,汉森制药,中药
253,002424,贵州百灵,中药
254,002433,太安堂,中药
255,002566,益盛药业,中药
256,002603,以岭药业,中药
257,002644,佛慈制药,中药
258,002737,葵花药业,中药
259,002750,龙津药业,中药
260,002817,黄山胶囊,中药
261,002826,易明医药,中药
262,002864,盘龙药业,中药
263,002873,新天药业,中药
264,002907,华森制药,中药
265,300026,红日药业,中药
266,300039,上海凯宝,中药
267,300049,福瑞股份,中药
268,300108,吉药控股,中药
269,300147,香雪制药,中药
270,300158,振东制药,中药
271,300181,佐力药业,中药
272,300519,新光药业,中药
273,300534,陇神戎发,中药
274,600209,罗顿发展,装修装饰
275,601886,江河集团,装修装饰
276,603030,全筑股份,装修装饰
277,603081,大丰实业,装修装饰
278,603466,风语筑,装修装饰
279,603828,柯利达,装修装饰
280,000018,神州长城,装修装饰
281,002047,宝鹰股份,装修装饰
282,002081,金 螳 螂,装修装饰
283,002325,洪涛股份,装修装饰
284,002375,亚厦股份,装修装饰
285,002482,广田集团,装修装饰
286,002504,*ST弘高,装修装饰
287,002620,瑞和股份,装修装饰
288,002713,东易日盛,装修装饰
289,002781,奇信股份,装修装饰
290,002789,建艺集团,装修装饰
291,002811,亚泰国际,装修装饰
292,002822,中装建设,装修装饰
293,002830,名雕股份,装修装饰
294,002856,美芝股份,装修装饰
295,300506,名家汇,装修装饰
296,300592,华凯创意,装修装饰
297,300621,维业股份,装修装饰
298,600183,生益科技,元件
299,600237,铜峰电子,元件
300,600563,法拉电子,元件
301,603186,华正新材,元件
302,603228,景旺电子,元件
303,603328,依顿电子,元件
304,603386,广东骏亚,元件
305,603678,火炬电子,元件
306,603738,泰晶科技,元件
307,603920,世运电路,元件
308,603936,博敏电子,元件
309,603989,艾华集团,元件
310,000532,华金资本,元件
311,000636,风华高科,元件
312,000701,厦门信达,元件
313,000733,振华科技,元件
314,000823,超声电子,元件
315,002134,*ST普林,元件
316,002138,顺络电子,元件
317,002199,东晶电子,元件
318,002222,福晶科技,元件
319,002288,超华科技,元件
320,002389,南洋科技,元件
321,002436,兴森科技,元件
322,002463,沪电股份,元件
323,002484,江海股份,元件
324,002579,中京电子,元件
325,002618,丹邦科技,元件
326,002636,金安国纪,元件
327,002815,崇达技术,元件
328,002866,传艺科技,元件
329,002913,奥士康,元件
330,002916,深南电路,元件
331,300394,天孚通信,元件
332,300408,三环集团,元件
333,300460,惠伦晶体,元件
334,300476,胜宏科技,元件
335,300726,宏达电子,元件
336,600105,永鼎股份,通信设备
337,600130,波导股份,通信设备
338,600198,大唐电信,通信设备
339,600203,福日电子,通信设备
340,600260,凯乐科技,通信设备
341,600289,ST信通,通信设备
342,600293,三峡新材,通信设备
343,600345,长江通信,通信设备
344,600355,精伦电子,通信设备
345,600462,九有股份,通信设备
346,600485,信威集团,通信设备
347,600487,亨通光电,通信设备
348,600498,烽火通信,通信设备
349,600522,中天科技,通信设备
350,600680,*ST上普,通信设备
351,600734,实达集团,通信设备
352,600775,南京熊猫,通信设备
353,600776,东方通信,通信设备
354,600804,鹏博士,通信设备
355,603042,华脉科技,通信设备
356,603083,剑桥科技,通信设备
357,603118,共进股份,通信设备
358,603322,超讯通信,通信设备
359,603421,鼎信通讯,通信设备
360,603559,中通国脉,通信设备
361,603602,纵横通信,通信设备
362,603703,盛洋科技,通信设备
363,603803,瑞斯康达,通信设备
364,000032,深桑达Ａ,通信设备
365,000063,中兴通讯,通信设备
366,000070,特发信息,通信设备
367,000561,烽火电子,通信设备
368,000586,汇源通信,通信设备
369,000687,华讯方舟,通信设备
370,000836,鑫茂科技,通信设备
371,000851,高鸿股份,通信设备
372,000971,高升控股,通信设备
373,002017,东信和平,通信设备
374,002089,新 海 宜,通信设备
375,002093,国脉科技,通信设备
376,002104,恒宝股份,通信设备
377,002115,三维通信,通信设备
378,002194,武汉凡谷,通信设备
379,002231,奥维通信,通信设备
380,002281,光迅科技,通信设备
381,002313,日海通讯,通信设备
382,002316,键桥通讯,通信设备
383,002396,星网锐捷,通信设备
384,002417,三元达,通信设备
385,002446,盛路通信,通信设备
386,002465,海格通信,通信设备
387,002491,通鼎互联,通信设备
388,002544,杰赛科技,通信设备
389,002583,海能达,通信设备
390,002792,通宇通讯,通信设备
391,002813,路畅科技,通信设备
392,002897,意华股份,通信设备
393,002908,德生科技,通信设备
394,300017,网宿科技,通信设备
395,300025,华星创业,通信设备
396,300028,金亚科技,通信设备
397,300038,梅泰诺,通信设备
398,300050,世纪鼎利,通信设备
399,300081,恒信东方,通信设备
400,300098,高新兴,通信设备
401,300134,大富科技,通信设备
402,300205,天喻信息,通信设备
403,300211,亿通科技,通信设备
404,300213,佳讯飞鸿,通信设备
405,300250,初灵信息,通信设备
406,300252,金信诺,通信设备
407,300292,吴通控股,通信设备
408,300310,宜通世纪,通信设备
409,300312,邦讯技术,通信设备
410,300353,东土科技,通信设备
411,300531,优博讯,通信设备
412,300548,博创科技,通信设备
413,300555,路通视信,通信设备
414,300560,中富通,通信设备
415,300563,神宇股份,通信设备
416,300565,科信技术,通信设备
417,300570,太辰光,通信设备
418,300590,移为通信,通信设备
419,300597,吉大通信,通信设备
420,300603,立昂技术,通信设备
421,300615,欣天科技,通信设备
422,300620,光库科技,通信设备
423,300628,亿联网络,通信设备
424,300638,广和通,通信设备
425,300689,澄天伟业,通信设备
426,300698,万马科技,通信设备
427,300710,万隆光电,通信设备
428,300711,广哈通信,通信设备
429,300736,N百华,通信设备
430,600333,长春燃气,燃气
431,600617,国新能源,燃气
432,600635,大众公用,燃气
433,600681,百川能源,燃气
434,600772,S*ST龙昌,燃气
435,600856,中天能源,燃气
436,600903,贵州燃气,燃气
437,600917,重庆燃气,燃气
438,601139,深圳燃气,燃气
439,603080,新疆火炬,燃气
440,603393,新天然气,燃气
441,603689,皖天然气,燃气
442,000407,胜利股份,燃气
443,000421,南京公用,燃气
444,000593,大通燃气,燃气
445,000669,金鸿控股,燃气
446,002267,陕天然气,燃气
447,002524,光正集团,燃气
448,002700,新疆浩源,燃气
449,002911,佛燃股份,燃气
450,600028,中国石化,石油化工
451,600065,*ST联谊,石油化工
452,600256,广汇能源,石油化工
453,600387,海越股份,石油化工
454,600688,上海石化,石油化工
455,603003,龙宇燃油,石油化工
456,603798,康普顿,石油化工
457,603906,龙蟠科技,石油化工
458,000059,华锦股份,石油化工
459,000096,广聚能源,石油化工
460,000159,国际实业,石油化工
461,000554,泰山石油,石油化工
462,000637,茂化实华,石油化工
463,000698,沈阳化工,石油化工
464,000819,岳阳兴长,石油化工
465,002221,东华能源,石油化工
466,002377,国创高新,石油化工
467,002778,高科石化,石油化工
468,300135,宝利国际,石油化工
469,600069,银鸽投资,造纸
470,600103,青山纸业,造纸
471,600235,民丰特纸,造纸
472,600308,华泰股份,造纸
473,600356,恒丰纸业,造纸
474,600433,冠豪高新,造纸
475,600567,山鹰纸业,造纸
476,600793,宜宾纸业,造纸
477,600963,岳阳林纸,造纸
478,600966,博汇纸业,造纸
479,603165,荣晟环保,造纸
480,603429,集友股份,造纸
481,000488,晨鸣纸业,造纸
482,000576,广东甘化,造纸
483,000815,美利云,造纸
484,002012,凯恩股份,造纸
485,002067,景兴纸业,造纸
486,002078,太阳纸业,造纸
487,002235,安妮股份,造纸
488,002511,中顺洁柔,造纸
489,002521,齐峰新材,造纸
490,600721,百花村,医疗服务
491,600763,通策医疗,医疗服务
492,600767,*ST运盛,医疗服务
493,600896,览海投资,医疗服务
494,603108,润达医疗,医疗服务
495,603127,昭衍新药,医疗服务
496,603882,金域医学,医疗服务
497,000150,宜华健康,医疗服务
498,000503,海虹控股,医疗服务
499,002044,美年健康,医疗服务
500,002219,恒康医疗,医疗服务
501,002710,慈铭体检,医疗服务
502,300015,爱尔眼科,医疗服务
503,300244,迪安诊断,医疗服务
504,300347,泰格医药,医疗服务
505,300404,博济医药,医疗服务
506,600219,南山铝业,工业金属
507,600255,梦舟股份,工业金属
508,600331,宏达股份,工业金属
509,600338,西藏珠峰,工业金属
510,600362,江西铜业,工业金属
511,600490,鹏欣资源,工业金属
512,600497,驰宏锌锗,工业金属
513,600531,豫光金铅,工业金属
514,600595,中孚实业,工业金属
515,600673,东阳光科,工业金属
516,600711,盛屯矿业,工业金属
517,600768,宁波富邦,工业金属
518,600888,新疆众和,工业金属
519,600961,株冶集团,工业金属
520,601020,华钰矿业,工业金属
521,601137,博威合金,工业金属
522,601168,西部矿业,工业金属
523,601212,白银有色,工业金属
524,601388,怡球资源,工业金属
525,601600,中国铝业,工业金属
526,601677,明泰铝业,工业金属
527,603527,众源新材,工业金属
528,000060,中金岭南,工业金属
529,000426,兴业矿业,工业金属
530,000603,盛达矿业,工业金属
531,000612,焦作万方,工业金属
532,000630,铜陵有色,工业金属
533,000688,建新矿业,工业金属
534,000751,锌业股份,工业金属
535,000758,中色股份,工业金属
536,000807,云铝股份,工业金属
537,000813,德展健康,工业金属
538,000878,云南铜业,工业金属
539,000933,神火股份,工业金属
540,000975,银泰资源,工业金属
541,002114,罗平锌电,工业金属
542,002160,常铝股份,工业金属
543,002171,楚江新材,工业金属
544,002203,海亮股份,工业金属
545,002295,精艺股份,工业金属
546,002379,宏创控股,工业金属
547,002501,利源精制,工业金属
548,002540,亚太科技,工业金属
549,002578,闽发铝业,工业金属
550,002806,华锋股份,工业金属
551,002824,和胜股份,工业金属
552,300337,银邦股份,工业金属
553,300697,电工合金,工业金属
554,600695,绿庭投资,畜禽养殖
555,600965,福成股份,畜禽养殖
556,600975,新五丰,畜禽养殖
557,000735,罗 牛 山,畜禽养殖
558,002234,民和股份,畜禽养殖
559,002299,圣农发展,畜禽养殖
560,002321,华英农业,畜禽养殖
561,002458,益生股份,畜禽养殖
562,002477,雏鹰农牧,畜禽养殖
563,002505,大康农业,畜禽养殖
564,002714,牧原股份,畜禽养殖
565,002746,仙坛股份,畜禽养殖
566,300106,西部牧业,畜禽养殖
567,300313,天山生物,畜禽养殖
568,300498,温氏股份,畜禽养殖
569,600145,*ST新亿,其他建材
570,600321,正源股份,其他建材
571,600678,四川金顶,其他建材
572,600753,东方银星,其他建材
573,603038,华立股份,其他建材
574,603616,韩建河山,其他建材
575,603725,天安新材,其他建材
576,603856,东宏股份,其他建材
577,603937,丽岛新材,其他建材
578,000023,深天地Ａ,其他建材
579,000509,华塑控股,其他建材
580,000619,海螺型材,其他建材
581,000786,北新建材,其他建材
582,002043,兔 宝 宝,其他建材
583,002066,瑞泰科技,其他建材
584,002082,栋梁新材,其他建材
585,002088,鲁阳节能,其他建材
586,002162,悦心健康,其他建材
587,002163,中航三鑫,其他建材
588,002205,国统股份,其他建材
589,002225,濮耐股份,其他建材
590,002271,东方雨虹,其他建材
591,002302,西部建设,其他建材
592,002314,南山控股,其他建材
593,002323,雅百特,其他建材
594,002333,罗普斯金,其他建材
595,002346,柘中股份,其他建材
596,002372,伟星新材,其他建材
597,002392,北京利尔,其他建材
598,002398,建研集团,其他建材
599,002457,青龙管业,其他建材
600,002596,海南瑞泽,其他建材
601,002641,永高股份,其他建材
602,002652,扬子新材,其他建材
603,002671,龙泉股份,其他建材
604,002694,顾地科技,其他建材
605,002718,友邦吊顶,其他建材
606,002742,三圣股份,其他建材
607,002785,万里石,其他建材
608,002791,坚朗五金,其他建材
609,002795,永和智控,其他建材
610,002918,蒙娜丽莎,其他建材
611,300117,嘉寓股份,其他建材
612,300198,纳川股份,其他建材
613,300234,开尔新材,其他建材
614,300344,太空板业,其他建材
615,300374,恒通科技,其他建材
616,300599,雄塑科技,其他建材
617,300715,凯伦股份,其他建材
618,300737,科顺股份,其他建材
619,600056,中国医药,商业贸易
620,600058,五矿发展,商业贸易
621,600082,海泰发展,商业贸易
622,600120,浙江东方,商业贸易
623,600122,宏图高科,商业贸易
624,600128,弘业股份,商业贸易
625,600153,建发股份,商业贸易
626,600162,香江控股,商业贸易
627,600234,ST山水,商业贸易
628,600241,时代万恒,商业贸易
629,600247,ST成城,商业贸易
630,600250,南纺股份,商业贸易
631,600278,东方创业,商业贸易
632,600280,中央商场,商业贸易
633,600287,江苏舜天,商业贸易
634,600306,商业城,商业贸易
635,600327,大东方,商业贸易
636,600361,华联综超,商业贸易
637,600415,小商品城,商业贸易
638,600500,中化国际,商业贸易
639,600515,海航基础,商业贸易
640,600605,汇通能源,商业贸易
641,600628,新世界,商业贸易
642,600631,百联股份,商业贸易
643,600655,豫园股份,商业贸易
644,600682,南京新百,商业贸易
645,600683,京投发展,商业贸易
646,600693,东百集团,商业贸易
647,600694,大商股份,商业贸易
648,600697,欧亚集团,商业贸易
649,600704,物产中大,商业贸易
650,600712,南宁百货,商业贸易
651,600723,首商股份,商业贸易
652,600729,重庆百货,商业贸易
653,600735,新华锦,商业贸易
654,600738,兰州民百,商业贸易
655,600739,辽宁成大,商业贸易
656,600755,厦门国贸,商业贸易
657,600774,汉商集团,商业贸易
658,600778,友好集团,商业贸易
659,600785,新华百货,商业贸易
660,600790,轻纺城,商业贸易
661,600814,杭州解百,商业贸易
662,600821,津劝业,商业贸易
663,600822,上海物贸,商业贸易
664,600824,益民集团,商业贸易
665,600826,兰生股份,商业贸易
666,600827,百联股份,商业贸易
667,600828,茂业商业,商业贸易
668,600838,上海九百,商业贸易
669,600856,中天能源,商业贸易
670,600857,宁波中百,商业贸易
671,600858,银座股份,商业贸易
672,600859,王府井,商业贸易
673,600861,北京城乡,商业贸易
674,600865,百大集团,商业贸易
675,600891,秋林集团,商业贸易
676,600898,国美通讯,商业贸易
677,600981,汇鸿集团,商业贸易
678,601010,文峰股份,商业贸易
679,601086,国芳集团,商业贸易
680,601116,三江购物,商业贸易
681,601366,利群股份,商业贸易
682,601933,永辉超市,商业贸易
683,603101,汇嘉时代,商业贸易
684,603123,翠微股份,商业贸易
685,603708,家家悦,商业贸易
686,603900,莱绅通灵,商业贸易
687,603977,国泰集团,商业贸易
688,000056,皇庭国际,商业贸易
689,000058,深 赛 格,商业贸易
690,000061,农 产 品,商业贸易
691,000062,深圳华强,商业贸易
692,000151,中成股份,商业贸易
693,000155,川化股份,商业贸易
694,000301,东方市场,商业贸易
695,000408,藏格控股,商业贸易
696,000411,英特集团,商业贸易
697,000416,民生控股,商业贸易
698,000417,合肥百货,商业贸易
699,000419,通程控股,商业贸易
700,000501,鄂武商Ａ,商业贸易
701,000516,国际医学,商业贸易
702,000560,昆百大Ａ,商业贸易
703,000564,供销大集,商业贸易
704,000611,天首发展,商业贸易
705,000626,远大控股,商业贸易
706,000679,大连友谊,商业贸易
707,000685,中山公用,商业贸易
708,000715,中兴商业,商业贸易
709,000753,漳州发展,商业贸易
710,000759,中百集团,商业贸易
711,000785,武汉中商,商业贸易
712,000796,凯撒旅游,商业贸易
713,000829,天音控股,商业贸易
714,000861,海印股份,商业贸易
715,000882,华联股份,商业贸易
716,000889,茂业通信,商业贸易
717,000906,浙商中拓,商业贸易
718,000987,越秀金控,商业贸易
719,002024,苏宁云商,商业贸易
720,002091,江苏国泰,商业贸易
721,002094,青岛金王,商业贸易
722,002102,冠福股份,商业贸易
723,002127,南极电商,商业贸易
724,002187,广百股份,商业贸易
725,002251,步 步 高,商业贸易
726,002264,新 华 都,商业贸易
727,002277,友阿股份,商业贸易
728,002336,人人乐,商业贸易
729,002344,海宁皮城,商业贸易
730,002416,爱施德,商业贸易
731,002419,天虹股份,商业贸易
732,002556,辉隆股份,商业贸易
733,002561,徐家汇,商业贸易
734,002640,跨境通,商业贸易
735,002697,红旗连锁,商业贸易
736,002818,富森美,商业贸易
737,300022,吉峰农机,商业贸易
738,300178,腾邦国际,商业贸易
739,300413,快乐购,商业贸易
740,300622,博士眼镜,商业贸易
741,600478,科力远,电子制造
742,600745,闻泰科技,电子制造
743,601231,环旭电子,电子制造
744,603380,易德龙,电子制造
745,603633,徕木股份,电子制造
746,603890,春秋电子,电子制造
747,603933,睿能科技,电子制造
748,000020,深华发Ａ,电子制造
749,000049,德赛电池,电子制造
750,002025,航天电器,电子制造
751,002045,国光电器,电子制造
752,002055,得润电子,电子制造
753,002139,拓邦股份,电子制造
754,002179,中航光电,电子制造
755,002236,大华股份,电子制造
756,002241,歌尔股份,电子制造
757,002351,漫步者,电子制造
758,002369,卓翼科技,电子制造
759,002384,东山精密,电子制造
760,002402,和而泰,电子制造
761,002415,海康威视,电子制造
762,002475,立讯精密,电子制造
763,002547,春兴精工,电子制造
764,002635,安洁科技,电子制造
765,002655,共达电声,电子制造
766,002660,茂硕电源,电子制造
767,002782,可立克,电子制造
768,002850,科达利,电子制造
769,002855,捷荣技术,电子制造
770,002861,瀛通通讯,电子制造
771,002881,美格智能,电子制造
772,002888,惠威科技,电子制造
773,002902,铭普光磁,电子制造
774,002922,伊戈尔,电子制造
775,300083,劲胜智能,电子制造
776,300115,长盈精密,电子制造
777,300131,英唐智控,电子制造
778,300136,信维通信,电子制造
779,300207,欣旺达,电子制造
780,300227,光韵达,电子制造
781,300256,星星科技,电子制造
782,300279,和晶科技,电子制造
783,300282,汇冠股份,电子制造
784,300322,硕贝德,电子制造
785,300328,宜安科技,电子制造
786,300433,蓝思科技,电子制造
787,300543,朗科智能,电子制造
788,300602,飞荣达,电子制造
789,300647,超频三,电子制造
790,300657,弘信电子,电子制造
791,300679,电连技术,电子制造
792,300686,智动力,电子制造
793,300709,精研科技,电子制造
794,300735,光弘科技,电子制造
795,002751,易尚展示,其他轻工制造
796,600058,五矿发展,贸易
797,600120,浙江东方,贸易
798,600241,时代万恒,贸易
799,600247,ST成城,贸易
800,600250,南纺股份,贸易
801,600278,东方创业,贸易
802,600287,江苏舜天,贸易
803,600605,汇通能源,贸易
804,600735,新华锦,贸易
805,600739,辽宁成大,贸易
806,600755,厦门国贸,贸易
807,600822,上海物贸,贸易
808,600826,兰生股份,贸易
809,600857,宁波中百,贸易
810,600981,汇鸿集团,贸易
811,603977,国泰集团,贸易
812,000151,中成股份,贸易
813,000155,川化股份,贸易
814,000408,藏格控股,贸易
815,000626,远大控股,贸易
816,000906,浙商中拓,贸易
817,002091,江苏国泰,贸易
818,600050,中国联通,通信
819,600076,康欣新材,通信
820,600105,永鼎股份,通信
821,600130,波导股份,通信
822,600198,大唐电信,通信
823,600203,福日电子,通信
824,600260,凯乐科技,通信
825,600289,ST信通,通信
826,600293,三峡新材,通信
827,600345,长江通信,通信
828,600355,精伦电子,通信
829,600462,九有股份,通信
830,600485,信威集团,通信
831,600487,亨通光电,通信
832,600498,烽火通信,通信
833,600522,中天科技,通信
834,600680,*ST上普,通信
835,600734,实达集团,通信
836,600745,闻泰科技,通信
837,600775,南京熊猫,通信
838,600776,东方通信,通信
839,600804,鹏博士,通信
840,603042,华脉科技,通信
841,603083,剑桥科技,通信
842,603118,共进股份,通信
843,603322,超讯通信,通信
844,603421,鼎信通讯,通信
845,603559,中通国脉,通信
846,603602,纵横通信,通信
847,603703,盛洋科技,通信
848,603803,瑞斯康达,通信
849,603881,数据港,通信
850,000032,深桑达Ａ,通信
851,000034,神州数码,通信
852,000035,中国天楹,通信
853,000063,中兴通讯,通信
854,000070,特发信息,通信
855,000547,航天发展,通信
856,000555,神州信息,通信
857,000561,烽火电子,通信
858,000586,汇源通信,通信
859,000687,华讯方舟,通信
860,000836,鑫茂科技,通信
861,000851,高鸿股份,通信
862,000889,茂业通信,通信
863,000971,高升控股,通信
864,002017,东信和平,通信
865,002089,新 海 宜,通信
866,002093,国脉科技,通信
867,002104,恒宝股份,通信
868,002115,三维通信,通信
869,002194,武汉凡谷,通信
870,002231,奥维通信,通信
871,002281,光迅科技,通信
872,002313,日海通讯,通信
873,002316,键桥通讯,通信
874,002396,星网锐捷,通信
875,002417,三元达,通信
876,002446,盛路通信,通信
877,002465,海格通信,通信
878,002467,二六三,通信
879,002491,通鼎互联,通信
880,002544,杰赛科技,通信
881,002583,海能达,通信
882,002792,通宇通讯,通信
